trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN3605F3832117:2025-01-21T00:39:14Z,07:30:00,07:32:00,StopPoint:OCEINTERCITES-87543017,1,,0,0,
OCESN3605F3832117:2025-01-21T00:39:14Z,08:09:00,08:11:00,StopPoint:OCEINTERCITES-87576009,2,,0,0,
OCESN3605F3832117:2025-01-21T00:39:14Z,08:40:00,08:42:00,StopPoint:OCEINTERCITES-87597005,3,,0,0,
OCESN3605F3832117:2025-01-21T00:39:14Z,09:18:00,09:20:00,StopPoint:OCEINTERCITES-87592378,4,,0,0,
OCESN3605F3832117:2025-01-21T00:39:14Z,09:56:00,09:59:00,StopPoint:OCEINTERCITES-87592006,5,,0,0,
OCESN3605F3832117:2025-01-21T00:39:14Z,11:00:00,11:03:00,StopPoint:OCEINTERCITES-87594002,6,,0,0,
OCESN3605F3832117:2025-01-21T00:39:14Z,11:27:00,11:29:00,StopPoint:OCEINTERCITES-87594333,7,,0,0,
OCESN3605F3832117:2025-01-21T00:39:14Z,11:44:00,11:46:00,StopPoint:OCEINTERCITES-87613141,8,,0,0,
OCESN3605F3832117:2025-01-21T00:39:14Z,12:12:00,12:14:00,StopPoint:OCEINTERCITES-87613000,9,,0,0,
OCESN3605F3832117:2025-01-21T00:39:14Z,12:39:00,12:41:00,StopPoint:OCEINTERCITES-87613356,10,,0,0,
OCESN3605F3832117:2025-01-21T00:39:14Z,12:54:00,12:56:00,StopPoint:OCEINTERCITES-87611244,11,,0,0,
OCESN3605F3832117:2025-01-21T00:39:14Z,13:32:00,13:32:00,StopPoint:OCEINTERCITES-87611004,12,,1,0,
OCESN3605F3832118:2025-01-21T00:39:14Z,06:27:00,06:27:00,StopPoint:OCEINTERCITES-87547000,0,,0,1,
OCESN3605F3832118:2025-01-21T00:39:14Z,07:30:00,07:32:00,StopPoint:OCEINTERCITES-87543017,1,,0,0,
OCESN3605F3832118:2025-01-21T00:39:14Z,08:09:00,08:11:00,StopPoint:OCEINTERCITES-87576009,2,,0,0,
OCESN3605F3832118:2025-01-21T00:39:14Z,08:40:00,08:42:00,StopPoint:OCEINTERCITES-87597005,3,,0,0,
OCESN3605F3832118:2025-01-21T00:39:14Z,09:18:00,09:20:00,StopPoint:OCEINTERCITES-87592378,4,,0,0,
OCESN3605F3832118:2025-01-21T00:39:14Z,09:56:00,09:59:00,StopPoint:OCEINTERCITES-87592006,5,,0,0,
OCESN3605F3832118:2025-01-21T00:39:14Z,11:00:00,11:03:00,StopPoint:OCEINTERCITES-87594002,6,,0,0,
OCESN3605F3832118:2025-01-21T00:39:14Z,11:27:00,11:29:00,StopPoint:OCEINTERCITES-87594333,7,,0,0,
OCESN3605F3832118:2025-01-21T00:39:14Z,11:44:00,11:46:00,StopPoint:OCEINTERCITES-87613141,8,,0,0,
OCESN3605F3832118:2025-01-21T00:39:14Z,12:12:00,12:14:00,StopPoint:OCEINTERCITES-87613000,9,,0,0,
OCESN3605F3832118:2025-01-21T00:39:14Z,12:39:00,12:41:00,StopPoint:OCEINTERCITES-87613356,10,,0,0,
OCESN3605F3832118:2025-01-21T00:39:14Z,12:54:00,12:56:00,StopPoint:OCEINTERCITES-87611244,11,,0,0,
OCESN3605F3832118:2025-01-21T00:39:14Z,13:32:00,13:32:00,StopPoint:OCEINTERCITES-87611004,12,,1,0,
OCESN3614F3521820:2025-01-21T00:39:14Z,04:58:00,04:58:00,StopPoint:OCEINTERCITES-87594002,0,,0,1,
OCESN3614F3521820:2025-01-21T00:39:14Z,05:23:00,05:25:00,StopPoint:OCEINTERCITES-87594200,1,,0,0,
OCESN3614F3521820:2025-01-21T00:39:14Z,06:01:00,06:04:00,StopPoint:OCEINTERCITES-87592006,2,,0,0,
OCESN3614F3521820:2025-01-21T00:39:14Z,06:34:00,06:36:00,StopPoint:OCEINTERCITES-87592378,3,,0,0,
OCESN3614F3521820:2025-01-21T00:39:14Z,06:58:00,07:00:00,StopPoint:OCEINTERCITES-87597120,4,,0,0,
OCESN3614F3521820:2025-01-21T00:39:14Z,07:18:00,07:20:00,StopPoint:OCEINTERCITES-87597005,5,,0,0,
OCESN3614F3521820:2025-01-21T00:39:14Z,07:51:00,07:53:00,StopPoint:OCEINTERCITES-87576009,6,,0,0,
OCESN3614F3521820:2025-01-21T00:39:14Z,09:37:00,09:37:00,StopPoint:OCEINTERCITES-87686667,7,,1,0,
OCESN3614F3526157:2025-01-21T00:39:14Z,04:58:00,04:58:00,StopPoint:OCEINTERCITES-87594002,0,,0,1,
OCESN3614F3526157:2025-01-21T00:39:14Z,05:23:00,05:25:00,StopPoint:OCEINTERCITES-87594200,1,,0,0,
OCESN3614F3526157:2025-01-21T00:39:14Z,06:01:00,06:04:00,StopPoint:OCEINTERCITES-87592006,2,,0,0,
OCESN3614F3526157:2025-01-21T00:39:14Z,06:34:00,06:36:00,StopPoint:OCEINTERCITES-87592378,3,,0,0,
OCESN3614F3526157:2025-01-21T00:39:14Z,06:59:00,07:01:00,StopPoint:OCEINTERCITES-87597120,4,,0,0,
OCESN3614F3526157:2025-01-21T00:39:14Z,07:18:00,07:20:00,StopPoint:OCEINTERCITES-87597005,5,,0,0,
OCESN3614F3526157:2025-01-21T00:39:14Z,07:52:00,07:54:00,StopPoint:OCEINTERCITES-87576009,6,,0,0,
OCESN3614F3526157:2025-01-21T00:39:14Z,09:32:00,09:32:00,StopPoint:OCEINTERCITES-87547000,7,,1,0,
OCESN3614F3550941:2025-01-10T00:20:33Z,04:58:00,04:58:00,StopPoint:OCEINTERCITES-87594002,0,,0,1,
OCESN3614F3550941:2025-01-10T00:20:33Z,05:23:00,05:25:00,StopPoint:OCEINTERCITES-87594200,1,,0,0,
OCESN3614F3550941:2025-01-10T00:20:33Z,06:01:00,06:04:00,StopPoint:OCEINTERCITES-87592006,2,,0,0,
OCESN3614F3550941:2025-01-10T00:20:33Z,06:34:00,06:36:00,StopPoint:OCEINTERCITES-87592378,3,,0,0,
OCESN3614F3550941:2025-01-10T00:20:33Z,06:58:00,07:00:00,StopPoint:OCEINTERCITES-87597120,4,,0,0,
OCESN3614F3550941:2025-01-10T00:20:33Z,07:18:00,07:20:00,StopPoint:OCEINTERCITES-87597005,5,,0,0,
OCESN3614F3550941:2025-01-10T00:20:33Z,07:51:00,07:53:00,StopPoint:OCEINTERCITES-87576009,6,,0,0,
OCESN3614F3550941:2025-01-10T00:20:33Z,09:32:00,09:32:00,StopPoint:OCEINTERCITES-87547000,7,,1,0,
OCESN3614F3612013:2025-01-28T00:48:51Z,04:18:00,04:18:00,StopPoint:OCEINTERCITES-87594002,0,,0,1,
OCESN3614F3612013:2025-01-28T00:48:51Z,04:43:00,04:45:00,StopPoint:OCEINTERCITES-87594200,1,,0,0,
OCESN3614F3612013:2025-01-28T00:48:51Z,05:22:00,05:25:00,StopPoint:OCEINTERCITES-87592006,2,,0,0,
OCESN3614F3612013:2025-01-28T00:48:51Z,05:55:00,05:57:00,StopPoint:OCEINTERCITES-87592378,3,,0,0,
OCESN3614F3612013:2025-01-28T00:48:51Z,06:20:00,06:22:00,StopPoint:OCEINTERCITES-87597120,4,,0,0,
OCESN3614F3612013:2025-01-28T00:48:51Z,06:41:00,06:43:00,StopPoint:OCEINTERCITES-87597005,5,,0,0,
OCESN3614F3612013:2025-01-28T00:48:51Z,07:52:00,07:54:00,StopPoint:OCEINTERCITES-87576009,6,,0,0,
OCESN3614F3612013:2025-01-28T00:48:51Z,09:32:00,09:32:00,StopPoint:OCEINTERCITES-87547000,7,,1,0,
OCESN3614F3796398:2025-01-25T00:39:51Z,04:45:00,04:45:00,StopPoint:OCEINTERCITES-87594002,0,,0,1,
OCESN3614F3796398:2025-01-25T00:39:51Z,05:15:00,05:17:00,StopPoint:OCEINTERCITES-87594200,1,,0,0,
OCESN3614F3796398:2025-01-25T00:39:51Z,06:01:00,06:04:00,StopPoint:OCEINTERCITES-87592006,2,,0,0,
OCESN3614F3796398:2025-01-25T00:39:51Z,06:34:00,06:36:00,StopPoint:OCEINTERCITES-87592378,3,,0,0,
OCESN3614F3796398:2025-01-25T00:39:51Z,06:58:00,07:00:00,StopPoint:OCEINTERCITES-87597120,4,,0,0,
OCESN3614F3796398:2025-01-25T00:39:51Z,07:18:00,07:20:00,StopPoint:OCEINTERCITES-87597005,5,,0,0,
OCESN3614F3796398:2025-01-25T00:39:51Z,07:51:00,07:53:00,StopPoint:OCEINTERCITES-87576009,6,,0,0,
OCESN3614F3796398:2025-01-25T00:39:51Z,09:32:00,09:32:00,StopPoint:OCEINTERCITES-87547000,7,,1,0,
OCESN3614F3820056:2025-01-21T00:39:14Z,04:54:00,04:54:00,StopPoint:OCEINTERCITES-87594002,0,,0,1,
OCESN3614F3820056:2025-01-21T00:39:14Z,05:19:00,05:20:00,StopPoint:OCEINTERCITES-87594200,1,,0,0,
OCESN3614F3820056:2025-01-21T00:39:14Z,05:58:00,06:01:00,StopPoint:OCEINTERCITES-87592006,2,,0,0,
OCESN3614F3820056:2025-01-21T00:39:14Z,06:32:00,06:34:00,StopPoint:OCEINTERCITES-87592378,3,,0,0,
OCESN3614F3820056:2025-01-21T00:39:14Z,07:03:00,07:05:00,StopPoint:OCEINTERCITES-87597120,4,,0,0,
OCESN3614F3820056:2025-01-21T00:39:14Z,07:20:00,07:22:00,StopPoint:OCEINTERCITES-87597005,5,,0,0,
OCESN3614F3820056:2025-01-21T00:39:14Z,07:54:00,07:56:00,StopPoint:OCEINTERCITES-87576009,6,,0,0,
OCESN3614F3820056:2025-01-21T00:39:14Z,09:31:00,09:31:00,StopPoint:OCEINTERCITES-87547000,7,,1,0,
OCESN3614F3820057:2025-01-21T00:39:14Z,04:54:00,04:54:00,StopPoint:OCEINTERCITES-87594002,0,,0,1,
OCESN3614F3820057:2025-01-21T00:39:14Z,05:19:00,05:20:00,StopPoint:OCEINTERCITES-87594200,1,,0,0,
OCESN3614F3820057:2025-01-21T00:39:14Z,05:58:00,06:01:00,StopPoint:OCEINTERCITES-87592006,2,,0,0,
OCESN3614F3820057:2025-01-21T00:39:14Z,06:32:00,06:34:00,StopPoint:OCEINTERCITES-87592378,3,,0,0,
OCESN3614F3820057:2025-01-21T00:39:14Z,07:03:00,07:05:00,StopPoint:OCEINTERCITES-87597120,4,,0,0,
OCESN3614F3820057:2025-01-21T00:39:14Z,07:20:00,07:22:00,StopPoint:OCEINTERCITES-87597005,5,,0,0,
OCESN3614F3820057:2025-01-21T00:39:14Z,07:54:00,07:56:00,StopPoint:OCEINTERCITES-87576009,6,,0,0,
OCESN3614F3820057:2025-01-21T00:39:14Z,09:31:00,09:31:00,StopPoint:OCEINTERCITES-87547000,7,,1,0,
OCESN3614F3824680:2025-01-21T00:39:14Z,04:53:00,04:53:00,StopPoint:OCEINTERCITES-87594002,0,,0,1,
OCESN3614F3824680:2025-01-21T00:39:14Z,05:18:00,05:20:00,StopPoint:OCEINTERCITES-87594200,1,,0,0,
OCESN3614F3824680:2025-01-21T00:39:14Z,05:57:00,06:00:00,StopPoint:OCEINTERCITES-87592006,2,,0,0,
OCESN3614F3824680:2025-01-21T00:39:14Z,06:30:00,06:32:00,StopPoint:OCEINTERCITES-87592378,3,,0,0,
OCESN3614F3824680:2025-01-21T00:39:14Z,07:00:00,07:02:00,StopPoint:OCEINTERCITES-87597120,4,,0,0,
OCESN3614F3824680:2025-01-21T00:39:14Z,07:18:00,07:20:00,StopPoint:OCEINTERCITES-87597005,5,,0,0,
OCESN3614F3824680:2025-01-21T00:39:14Z,07:51:00,07:53:00,StopPoint:OCEINTERCITES-87576009,6,,0,0,
OCESN3614F3824680:2025-01-21T00:39:14Z,09:31:00,09:31:00,StopPoint:OCEINTERCITES-87547000,7,,1,0,
OCESN3614F3829376:2025-01-21T00:39:14Z,04:55:00,04:55:00,StopPoint:OCEINTERCITES-87594002,0,,0,1,
OCESN3614F3829376:2025-01-21T00:39:14Z,05:20:00,05:22:00,StopPoint:OCEINTERCITES-87594200,1,,0,0,
OCESN3614F3829376:2025-01-21T00:39:14Z,05:59:00,06:02:00,StopPoint:OCEINTERCITES-87592006,2,,0,0,
OCESN3614F3829376:2025-01-21T00:39:14Z,06:34:00,06:36:00,StopPoint:OCEINTERCITES-87592378,3,,0,0,
OCESN3614F3829376:2025-01-21T00:39:14Z,06:58:00,07:00:00,StopPoint:OCEINTERCITES-87597120,4,,0,0,
OCESN3614F3829376:2025-01-21T00:39:14Z,07:16:00,07:18:00,StopPoint:OCEINTERCITES-87597005,5,,0,0,
OCESN3614F3829376:2025-01-21T00:39:14Z,07:49:00,07:51:00,StopPoint:OCEINTERCITES-87576009,6,,0,0,
OCESN3614F3829376:2025-01-21T00:39:14Z,09:31:00,09:31:00,StopPoint:OCEINTERCITES-87547000,7,,1,0,
OCESN3614F3830728:2025-01-21T00:39:14Z,04:54:00,04:54:00,StopPoint:OCEINTERCITES-87594002,0,,0,1,
OCESN3614F3830728:2025-01-21T00:39:14Z,05:19:00,05:20:00,StopPoint:OCEINTERCITES-87594200,1,,0,0,
OCESN3614F3830728:2025-01-21T00:39:14Z,05:58:00,06:01:00,StopPoint:OCEINTERCITES-87592006,2,,0,0,
OCESN3614F3830728:2025-01-21T00:39:14Z,06:30:00,06:32:00,StopPoint:OCEINTERCITES-87592378,3,,0,0,
OCESN3614F3830728:2025-01-21T00:39:14Z,07:02:00,07:04:00,StopPoint:OCEINTERCITES-87597120,4,,0,0,
OCESN3614F3830728:2025-01-21T00:39:14Z,07:19:00,07:21:00,StopPoint:OCEINTERCITES-87597005,5,,0,0,
OCESN3614F3830728:2025-01-21T00:39:14Z,07:52:00,07:54:00,StopPoint:OCEINTERCITES-87576009,6,,0,0,
OCESN3614F3830728:2025-01-21T00:39:14Z,09:31:00,09:31:00,StopPoint:OCEINTERCITES-87547000,7,,1,0,
OCESN3614F3830732:2025-01-21T00:39:14Z,04:55:00,04:55:00,StopPoint:OCEINTERCITES-87594002,0,,0,1,
OCESN3614F3830732:2025-01-21T00:39:14Z,05:20:00,05:22:00,StopPoint:OCEINTERCITES-87594200,1,,0,0,
OCESN3614F3830732:2025-01-21T00:39:14Z,05:59:00,06:02:00,StopPoint:OCEINTERCITES-87592006,2,,0,0,
OCESN3614F3830732:2025-01-21T00:39:14Z,06:34:00,06:36:00,StopPoint:OCEINTERCITES-87592378,3,,0,0,
OCESN3614F3830732:2025-01-21T00:39:14Z,06:59:00,07:01:00,StopPoint:OCEINTERCITES-87597120,4,,0,0,
OCESN3614F3830732:2025-01-21T00:39:14Z,07:17:00,07:19:00,StopPoint:OCEINTERCITES-87597005,5,,0,0,
OCESN3614F3830732:2025-01-21T00:39:14Z,07:52:00,07:54:00,StopPoint:OCEINTERCITES-87576009,6,,0,0,
OCESN3614F3830732:2025-01-21T00:39:14Z,09:31:00,09:31:00,StopPoint:OCEINTERCITES-87547000,7,,1,0,
OCESN3614F3830734:2025-01-21T00:39:14Z,04:47:00,04:47:00,StopPoint:OCEINTERCITES-87594002,0,,0,1,
OCESN3614F3830734:2025-01-21T00:39:14Z,05:12:00,05:14:00,StopPoint:OCEINTERCITES-87594200,1,,0,0,
OCESN3614F3830734:2025-01-21T00:39:14Z,05:52:00,05:55:00,StopPoint:OCEINTERCITES-87592006,2,,0,0,
OCESN3614F3830734:2025-01-21T00:39:14Z,06:26:00,06:28:00,StopPoint:OCEINTERCITES-87592378,3,,0,0,
OCESN3614F3830734:2025-01-21T00:39:14Z,06:57:00,06:59:00,StopPoint:OCEINTERCITES-87597120,4,,0,0,
OCESN3614F3830734:2025-01-21T00:39:14Z,07:15:00,07:17:00,StopPoint:OCEINTERCITES-87597005,5,,0,0,
OCESN3614F3830734:2025-01-21T00:39:14Z,07:49:00,07:51:00,StopPoint:OCEINTERCITES-87576009,6,,0,0,
OCESN3614F3830734:2025-01-21T00:39:14Z,09:31:00,09:31:00,StopPoint:OCEINTERCITES-87547000,7,,1,0,
OCESN3614F3830740:2025-01-21T00:39:14Z,04:51:00,04:51:00,StopPoint:OCEINTERCITES-87594002,0,,0,1,
OCESN3614F3830740:2025-01-21T00:39:14Z,05:16:00,05:18:00,StopPoint:OCEINTERCITES-87594200,1,,0,0,
OCESN3614F3830740:2025-01-21T00:39:14Z,05:55:00,05:58:00,StopPoint:OCEINTERCITES-87592006,2,,0,0,
OCESN3614F3830740:2025-01-21T00:39:14Z,06:28:00,06:30:00,StopPoint:OCEINTERCITES-87592378,3,,0,0,
OCESN3614F3830740:2025-01-21T00:39:14Z,06:59:00,07:01:00,StopPoint:OCEINTERCITES-87597120,4,,0,0,
OCESN3614F3830740:2025-01-21T00:39:14Z,07:17:00,07:19:00,StopPoint:OCEINTERCITES-87597005,5,,0,0,
OCESN3614F3830740:2025-01-21T00:39:14Z,07:51:00,07:53:00,StopPoint:OCEINTERCITES-87576009,6,,0,0,
OCESN3614F3830740:2025-01-21T00:39:14Z,09:31:00,09:31:00,StopPoint:OCEINTERCITES-87547000,7,,1,0,
OCESN3614F3836696:2025-01-21T00:39:14Z,04:55:00,04:55:00,StopPoint:OCEINTERCITES-87594002,0,,0,1,
OCESN3614F3836696:2025-01-21T00:39:14Z,05:20:00,05:22:00,StopPoint:OCEINTERCITES-87594200,1,,0,0,
OCESN3614F3836696:2025-01-21T00:39:14Z,05:59:00,06:02:00,StopPoint:OCEINTERCITES-87592006,2,,0,0,
OCESN3614F3836696:2025-01-21T00:39:14Z,06:32:00,06:34:00,StopPoint:OCEINTERCITES-87592378,3,,0,0,
OCESN3614F3836696:2025-01-21T00:39:14Z,06:57:00,06:59:00,StopPoint:OCEINTERCITES-87597120,4,,0,0,
OCESN3614F3836696:2025-01-21T00:39:14Z,07:17:00,07:19:00,StopPoint:OCEINTERCITES-87597005,5,,0,0,
OCESN3614F3836696:2025-01-21T00:39:14Z,07:51:00,07:53:00,StopPoint:OCEINTERCITES-87576009,6,,0,0,
OCESN3614F3836696:2025-01-21T00:39:14Z,09:32:00,09:32:00,StopPoint:OCEINTERCITES-87547000,7,,1,0,
OCESN3614F3842841:2025-01-21T00:39:14Z,04:54:00,04:54:00,StopPoint:OCEINTERCITES-87594002,0,,0,1,
OCESN3614F3842841:2025-01-21T00:39:14Z,05:19:00,05:20:00,StopPoint:OCEINTERCITES-87594200,1,,0,0,
OCESN3614F3842841:2025-01-21T00:39:14Z,05:58:00,06:01:00,StopPoint:OCEINTERCITES-87592006,2,,0,0,
OCESN3614F3842841:2025-01-21T00:39:14Z,06:31:00,06:33:00,StopPoint:OCEINTERCITES-87592378,3,,0,0,
OCESN3614F3842841:2025-01-21T00:39:14Z,07:02:00,07:04:00,StopPoint:OCEINTERCITES-87597120,4,,0,0,
OCESN3614F3842841:2025-01-21T00:39:14Z,07:19:00,07:21:00,StopPoint:OCEINTERCITES-87597005,5,,0,0,
OCESN3614F3842841:2025-01-21T00:39:14Z,07:53:00,07:55:00,StopPoint:OCEINTERCITES-87576009,6,,0,0,
OCESN3614F3842841:2025-01-21T00:39:14Z,09:31:00,09:31:00,StopPoint:OCEINTERCITES-87547000,7,,1,0,
OCESN3615F3516453:2025-01-21T00:39:14Z,07:27:00,07:27:00,StopPoint:OCEINTERCITES-87547000,0,,0,1,
OCESN3615F3516453:2025-01-21T00:39:14Z,09:05:00,09:07:00,StopPoint:OCEINTERCITES-87576009,1,,0,0,
OCESN3615F3516453:2025-01-21T00:39:14Z,09:36:00,09:38:00,StopPoint:OCEINTERCITES-87597005,2,,0,0,
OCESN3615F3516453:2025-01-21T00:39:14Z,09:56:00,09:58:00,StopPoint:OCEINTERCITES-87597120,3,,0,0,
OCESN3615F3516453:2025-01-21T00:39:14Z,10:21:00,10:23:00,StopPoint:OCEINTERCITES-87592378,4,,0,0,
OCESN3615F3516453:2025-01-21T00:39:14Z,10:57:00,11:00:00,StopPoint:OCEINTERCITES-87592006,5,,0,0,
OCESN3615F3516453:2025-01-21T00:39:14Z,11:38:00,11:40:00,StopPoint:OCEINTERCITES-87594200,6,,0,0,
OCESN3615F3516453:2025-01-21T00:39:14Z,12:06:00,12:06:00,StopPoint:OCEINTERCITES-87594002,7,,1,0,
OCESN3615F3517761:2025-01-21T00:39:14Z,07:27:00,07:27:00,StopPoint:OCEINTERCITES-87547000,0,,0,1,
OCESN3615F3517761:2025-01-21T00:39:14Z,09:06:00,09:08:00,StopPoint:OCEINTERCITES-87576009,1,,0,0,
OCESN3615F3517761:2025-01-21T00:39:14Z,09:40:00,09:42:00,StopPoint:OCEINTERCITES-87597005,2,,0,0,
OCESN3615F3517761:2025-01-21T00:39:14Z,10:21:00,10:23:00,StopPoint:OCEINTERCITES-87592378,3,,0,0,
OCESN3615F3517761:2025-01-21T00:39:14Z,10:56:00,10:59:00,StopPoint:OCEINTERCITES-87592006,4,,0,0,
OCESN3615F3517761:2025-01-21T00:39:14Z,11:36:00,11:38:00,StopPoint:OCEINTERCITES-87594200,5,,0,0,
OCESN3615F3517761:2025-01-21T00:39:14Z,12:04:00,12:04:00,StopPoint:OCEINTERCITES-87594002,6,,1,0,
OCESN3615F3521822:2025-01-25T00:39:51Z,07:27:00,07:27:00,StopPoint:OCEINTERCITES-87547000,0,,0,1,
OCESN3615F3521822:2025-01-25T00:39:51Z,09:06:00,09:08:00,StopPoint:OCEINTERCITES-87576009,1,,0,0,
OCESN3615F3521822:2025-01-25T00:39:51Z,09:37:00,09:39:00,StopPoint:OCEINTERCITES-87597005,2,,0,0,
OCESN3615F3521822:2025-01-25T00:39:51Z,09:57:00,09:59:00,StopPoint:OCEINTERCITES-87597120,3,,0,0,
OCESN3615F3521822:2025-01-25T00:39:51Z,10:22:00,10:24:00,StopPoint:OCEINTERCITES-87592378,4,,0,0,
OCESN3615F3521822:2025-01-25T00:39:51Z,10:56:00,10:59:00,StopPoint:OCEINTERCITES-87592006,5,,0,0,
OCESN3615F3521822:2025-01-25T00:39:51Z,11:36:00,11:38:00,StopPoint:OCEINTERCITES-87594200,6,,0,0,
OCESN3615F3521822:2025-01-25T00:39:51Z,12:04:00,12:04:00,StopPoint:OCEINTERCITES-87594002,7,,1,0,
OCESN3615F3523920:2025-01-28T00:48:51Z,07:27:00,07:27:00,StopPoint:OCEINTERCITES-87547000,0,,0,1,
OCESN3615F3523920:2025-01-28T00:48:51Z,09:06:00,09:08:00,StopPoint:OCEINTERCITES-87576009,1,,0,0,
OCESN3615F3523920:2025-01-28T00:48:51Z,09:40:00,09:42:00,StopPoint:OCEINTERCITES-87597005,2,,0,0,
OCESN3615F3523920:2025-01-28T00:48:51Z,10:21:00,10:23:00,StopPoint:OCEINTERCITES-87592378,3,,0,0,
OCESN3615F3523920:2025-01-28T00:48:51Z,10:55:00,10:58:00,StopPoint:OCEINTERCITES-87592006,4,,0,0,
OCESN3615F3523920:2025-01-28T00:48:51Z,11:36:00,11:38:00,StopPoint:OCEINTERCITES-87594200,5,,0,0,
OCESN3615F3523920:2025-01-28T00:48:51Z,12:03:00,12:03:00,StopPoint:OCEINTERCITES-87594002,6,,1,0,
OCESN3615F3536187:2025-01-21T00:39:14Z,07:22:00,07:22:00,StopPoint:OCEINTERCITES-87686667,0,,0,1,
OCESN3615F3536187:2025-01-21T00:39:14Z,09:05:00,09:07:00,StopPoint:OCEINTERCITES-87576009,1,,0,0,
OCESN3615F3536187:2025-01-21T00:39:14Z,09:36:00,09:38:00,StopPoint:OCEINTERCITES-87597005,2,,0,0,
OCESN3615F3536187:2025-01-21T00:39:14Z,09:56:00,09:58:00,StopPoint:OCEINTERCITES-87597120,3,,0,0,
OCESN3615F3536187:2025-01-21T00:39:14Z,10:21:00,10:23:00,StopPoint:OCEINTERCITES-87592378,4,,0,0,
OCESN3615F3536187:2025-01-21T00:39:14Z,10:57:00,11:00:00,StopPoint:OCEINTERCITES-87592006,5,,0,0,
OCESN3615F3536187:2025-01-21T00:39:14Z,11:38:00,11:40:00,StopPoint:OCEINTERCITES-87594200,6,,0,0,
OCESN3615F3536187:2025-01-21T00:39:14Z,12:06:00,12:06:00,StopPoint:OCEINTERCITES-87594002,7,,1,0,
OCESN3615F3821337:2025-01-21T00:39:14Z,07:27:00,07:27:00,StopPoint:OCEINTERCITES-87547000,0,,0,1,
OCESN3615F3821337:2025-01-21T00:39:14Z,09:06:00,09:08:00,StopPoint:OCEINTERCITES-87576009,1,,0,0,
OCESN3615F3821337:2025-01-21T00:39:14Z,09:37:00,09:39:00,StopPoint:OCEINTERCITES-87597005,2,,0,0,
OCESN3615F3821337:2025-01-21T00:39:14Z,10:15:00,10:17:00,StopPoint:OCEINTERCITES-87592378,3,,0,0,
OCESN3615F3821337:2025-01-21T00:39:14Z,10:55:00,10:58:00,StopPoint:OCEINTERCITES-87592006,4,,0,0,
OCESN3615F3821337:2025-01-21T00:39:14Z,11:36:00,11:38:00,StopPoint:OCEINTERCITES-87594200,5,,0,0,
OCESN3615F3821337:2025-01-21T00:39:14Z,12:03:00,12:03:00,StopPoint:OCEINTERCITES-87594002,6,,1,0,
OCESN3615F3826612:2025-01-21T00:39:14Z,07:28:00,07:28:00,StopPoint:OCEINTERCITES-87547000,0,,0,1,
OCESN3615F3826612:2025-01-21T00:39:14Z,09:03:00,09:05:00,StopPoint:OCEINTERCITES-87576009,1,,0,0,
OCESN3615F3826612:2025-01-21T00:39:14Z,09:37:00,09:39:00,StopPoint:OCEINTERCITES-87597005,2,,0,0,
OCESN3615F3826612:2025-01-21T00:39:14Z,10:18:00,10:20:00,StopPoint:OCEINTERCITES-87592378,3,,0,0,
OCESN3615F3826612:2025-01-21T00:39:14Z,10:55:00,10:58:00,StopPoint:OCEINTERCITES-87592006,4,,0,0,
OCESN3615F3826612:2025-01-21T00:39:14Z,11:36:00,11:38:00,StopPoint:OCEINTERCITES-87594200,5,,0,0,
OCESN3615F3826612:2025-01-21T00:39:14Z,12:03:00,12:03:00,StopPoint:OCEINTERCITES-87594002,6,,1,0,
OCESN3615F3830742:2025-01-21T00:39:14Z,07:27:00,07:27:00,StopPoint:OCEINTERCITES-87547000,0,,0,1,
OCESN3615F3830742:2025-01-21T00:39:14Z,09:03:00,09:05:00,StopPoint:OCEINTERCITES-87576009,1,,0,0,
OCESN3615F3830742:2025-01-21T00:39:14Z,09:35:00,09:37:00,StopPoint:OCEINTERCITES-87597005,2,,0,0,
OCESN3615F3830742:2025-01-21T00:39:14Z,09:52:00,09:54:00,StopPoint:OCEINTERCITES-87597120,3,,0,0,
OCESN3615F3830742:2025-01-21T00:39:14Z,10:17:00,10:19:00,StopPoint:OCEINTERCITES-87592378,4,,0,0,
OCESN3615F3830742:2025-01-21T00:39:14Z,10:56:00,10:59:00,StopPoint:OCEINTERCITES-87592006,5,,0,0,
OCESN3615F3830742:2025-01-21T00:39:14Z,11:36:00,11:38:00,StopPoint:OCEINTERCITES-87594200,6,,0,0,
OCESN3615F3830742:2025-01-21T00:39:14Z,12:04:00,12:04:00,StopPoint:OCEINTERCITES-87594002,7,,1,0,
OCESN3615F3830752:2025-01-21T00:39:14Z,07:27:00,07:27:00,StopPoint:OCEINTERCITES-87547000,0,,0,1,
OCESN3615F3830752:2025-01-21T00:39:14Z,09:06:00,09:08:00,StopPoint:OCEINTERCITES-87576009,1,,0,0,
OCESN3615F3830752:2025-01-21T00:39:14Z,09:38:00,09:40:00,StopPoint:OCEINTERCITES-87597005,2,,0,0,
OCESN3615F3830752:2025-01-21T00:39:14Z,10:16:00,10:18:00,StopPoint:OCEINTERCITES-87592378,3,,0,0,
OCESN3615F3830752:2025-01-21T00:39:14Z,10:55:00,10:58:00,StopPoint:OCEINTERCITES-87592006,4,,0,0,
OCESN3615F3830752:2025-01-21T00:39:14Z,11:36:00,11:38:00,StopPoint:OCEINTERCITES-87594200,5,,0,0,
