trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN14140F3782246:2025-01-25T00:39:51Z,08:36:00,08:39:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14140F3782246:2025-01-25T00:39:51Z,08:53:00,08:56:00,StopPoint:OCEINTERCITES-87671008,4,,0,0,
OCESN14140F3782246:2025-01-25T00:39:51Z,09:35:00,09:37:00,StopPoint:OCEINTERCITES-87611137,5,,0,0,
OCESN14140F3782246:2025-01-25T00:39:51Z,10:25:00,10:25:00,StopPoint:OCEINTERCITES-87611004,6,,1,0,
OCESN14140F3795041:2025-01-10T00:20:33Z,06:57:00,06:57:00,StopPoint:OCEINTERCITES-87673004,0,,0,1,
OCESN14140F3795041:2025-01-10T00:20:33Z,07:46:00,07:48:00,StopPoint:OCEINTERCITES-87672253,1,,0,0,
OCESN14140F3795041:2025-01-10T00:20:33Z,08:09:00,08:12:00,StopPoint:OCEINTERCITES-87672006,2,,0,0,
OCESN14140F3795041:2025-01-10T00:20:33Z,08:36:00,08:39:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14140F3795041:2025-01-10T00:20:33Z,08:53:00,08:56:00,StopPoint:OCEINTERCITES-87671008,4,,0,0,
OCESN14140F3795041:2025-01-10T00:20:33Z,09:35:00,09:37:00,StopPoint:OCEINTERCITES-87611137,5,,0,0,
OCESN14140F3795041:2025-01-10T00:20:33Z,10:25:00,10:25:00,StopPoint:OCEINTERCITES-87611004,6,,1,0,
OCESN14140F3824950:2025-01-21T00:39:14Z,06:43:00,06:43:00,StopPoint:OCEINTERCITES-87673004,0,,0,1,
OCESN14140F3824950:2025-01-21T00:39:14Z,07:31:00,07:33:00,StopPoint:OCEINTERCITES-87672253,1,,0,0,
OCESN14140F3824950:2025-01-21T00:39:14Z,07:56:00,07:59:00,StopPoint:OCEINTERCITES-87672006,2,,0,0,
OCESN14140F3824950:2025-01-21T00:39:14Z,08:26:00,08:29:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14140F3824950:2025-01-21T00:39:14Z,08:53:00,08:56:00,StopPoint:OCEINTERCITES-87671008,4,,0,0,
OCESN14140F3824950:2025-01-21T00:39:14Z,09:35:00,09:37:00,StopPoint:OCEINTERCITES-87611137,5,,0,0,
OCESN14140F3824950:2025-01-21T00:39:14Z,10:25:00,10:25:00,StopPoint:OCEINTERCITES-87611004,6,,1,0,
OCESN14140F3826413:2025-01-21T00:39:14Z,06:59:00,06:59:00,StopPoint:OCEINTERCITES-87673004,0,,0,1,
OCESN14140F3826413:2025-01-21T00:39:14Z,07:42:00,07:44:00,StopPoint:OCEINTERCITES-87672253,1,,0,0,
OCESN14140F3826413:2025-01-21T00:39:14Z,08:06:00,08:09:00,StopPoint:OCEINTERCITES-87672006,2,,0,0,
OCESN14140F3826413:2025-01-21T00:39:14Z,08:36:00,08:39:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14140F3826413:2025-01-21T00:39:14Z,08:52:00,08:55:00,StopPoint:OCEINTERCITES-87671008,4,,0,0,
OCESN14140F3826413:2025-01-21T00:39:14Z,09:35:00,09:37:00,StopPoint:OCEINTERCITES-87611137,5,,0,0,
OCESN14140F3826413:2025-01-21T00:39:14Z,10:25:00,10:25:00,StopPoint:OCEINTERCITES-87611004,6,,1,0,
OCESN14140F3827556:2025-01-23T00:40:07Z,08:39:00,08:39:00,StopPoint:OCEINTERCITES-87671339,0,,0,1,
OCESN14140F3827556:2025-01-23T00:40:07Z,08:53:00,08:56:00,StopPoint:OCEINTERCITES-87671008,1,,0,0,
OCESN14140F3827556:2025-01-23T00:40:07Z,09:35:00,09:37:00,StopPoint:OCEINTERCITES-87611137,2,,0,0,
OCESN14140F3827556:2025-01-23T00:40:07Z,10:25:00,10:25:00,StopPoint:OCEINTERCITES-87611004,3,,1,0,
OCESN14140F3827557:2025-01-24T00:40:05Z,08:39:00,08:39:00,StopPoint:OCEINTERCITES-87671339,0,,0,1,
OCESN14140F3827557:2025-01-24T00:40:05Z,08:53:00,08:56:00,StopPoint:OCEINTERCITES-87671008,1,,0,0,
OCESN14140F3827557:2025-01-24T00:40:05Z,09:35:00,09:37:00,StopPoint:OCEINTERCITES-87611137,2,,0,0,
OCESN14140F3827557:2025-01-24T00:40:05Z,10:25:00,10:25:00,StopPoint:OCEINTERCITES-87611004,3,,1,0,
OCESN14140F3827693:2025-01-21T00:39:14Z,06:54:00,06:54:00,StopPoint:OCEINTERCITES-87673004,0,,0,1,
OCESN14140F3827693:2025-01-21T00:39:14Z,07:42:00,07:44:00,StopPoint:OCEINTERCITES-87672253,1,,0,0,
OCESN14140F3827693:2025-01-21T00:39:14Z,08:05:00,08:08:00,StopPoint:OCEINTERCITES-87672006,2,,0,0,
OCESN14140F3827693:2025-01-21T00:39:14Z,08:36:00,08:39:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14140F3827693:2025-01-21T00:39:14Z,08:53:00,08:56:00,StopPoint:OCEINTERCITES-87671008,4,,0,0,
OCESN14140F3827693:2025-01-21T00:39:14Z,09:35:00,09:37:00,StopPoint:OCEINTERCITES-87611137,5,,0,0,
OCESN14140F3827693:2025-01-21T00:39:14Z,10:25:00,10:25:00,StopPoint:OCEINTERCITES-87611004,6,,1,0,
OCESN14140F3827706:2025-01-21T00:39:14Z,07:01:00,07:01:00,StopPoint:OCEINTERCITES-87673004,0,,0,1,
OCESN14140F3827706:2025-01-21T00:39:14Z,07:45:00,07:47:00,StopPoint:OCEINTERCITES-87672253,1,,0,0,
OCESN14140F3827706:2025-01-21T00:39:14Z,08:08:00,08:11:00,StopPoint:OCEINTERCITES-87672006,2,,0,0,
OCESN14140F3827706:2025-01-21T00:39:14Z,08:37:00,08:40:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14140F3827706:2025-01-21T00:39:14Z,08:54:00,08:57:00,StopPoint:OCEINTERCITES-87671008,4,,0,0,
OCESN14140F3827706:2025-01-21T00:39:14Z,09:36:00,09:38:00,StopPoint:OCEINTERCITES-87611137,5,,0,0,
OCESN14140F3827706:2025-01-21T00:39:14Z,10:25:00,10:25:00,StopPoint:OCEINTERCITES-87611004,6,,1,0,
OCESN14140F3827782:2025-01-21T00:39:14Z,06:59:00,06:59:00,StopPoint:OCEINTERCITES-87673004,0,,0,1,
OCESN14140F3827782:2025-01-21T00:39:14Z,07:42:00,07:44:00,StopPoint:OCEINTERCITES-87672253,1,,0,0,
OCESN14140F3827782:2025-01-21T00:39:14Z,08:06:00,08:09:00,StopPoint:OCEINTERCITES-87672006,2,,0,0,
OCESN14140F3827782:2025-01-21T00:39:14Z,08:36:00,08:39:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14140F3827782:2025-01-21T00:39:14Z,08:52:00,08:55:00,StopPoint:OCEINTERCITES-87671008,4,,0,0,
OCESN14140F3827782:2025-01-21T00:39:14Z,09:35:00,09:37:00,StopPoint:OCEINTERCITES-87611137,5,,0,0,
OCESN14140F3827782:2025-01-21T00:39:14Z,10:29:00,10:29:00,StopPoint:OCEINTERCITES-87611004,6,,1,0,
OCESN14140F3827978:2025-01-21T00:39:14Z,06:57:00,06:57:00,StopPoint:OCEINTERCITES-87673004,0,,0,1,
OCESN14140F3827978:2025-01-21T00:39:14Z,07:46:00,07:48:00,StopPoint:OCEINTERCITES-87672253,1,,0,0,
OCESN14140F3827978:2025-01-21T00:39:14Z,08:09:00,08:12:00,StopPoint:OCEINTERCITES-87672006,2,,0,0,
OCESN14140F3827978:2025-01-21T00:39:14Z,08:38:00,08:41:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14140F3827978:2025-01-21T00:39:14Z,08:55:00,08:58:00,StopPoint:OCEINTERCITES-87671008,4,,0,0,
OCESN14140F3827978:2025-01-21T00:39:14Z,09:37:00,09:39:00,StopPoint:OCEINTERCITES-87611137,5,,0,0,
OCESN14140F3827978:2025-01-21T00:39:14Z,10:25:00,10:25:00,StopPoint:OCEINTERCITES-87611004,6,,1,0,
OCESN14140F3828008:2025-01-21T00:39:14Z,06:59:00,06:59:00,StopPoint:OCEINTERCITES-87673004,0,,0,1,
OCESN14140F3828008:2025-01-21T00:39:14Z,07:43:00,07:45:00,StopPoint:OCEINTERCITES-87672253,1,,0,0,
OCESN14140F3828008:2025-01-21T00:39:14Z,08:06:00,08:09:00,StopPoint:OCEINTERCITES-87672006,2,,0,0,
OCESN14140F3828008:2025-01-21T00:39:14Z,08:36:00,08:39:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14140F3828008:2025-01-21T00:39:14Z,08:52:00,08:55:00,StopPoint:OCEINTERCITES-87671008,4,,0,0,
OCESN14140F3828008:2025-01-21T00:39:14Z,09:35:00,09:37:00,StopPoint:OCEINTERCITES-87611137,5,,0,0,
OCESN14140F3828008:2025-01-21T00:39:14Z,10:29:00,10:29:00,StopPoint:OCEINTERCITES-87611004,6,,1,0,
OCESN14140F3828932:2025-01-21T00:39:14Z,06:57:00,06:57:00,StopPoint:OCEINTERCITES-87673004,0,,0,1,
OCESN14140F3828932:2025-01-21T00:39:14Z,07:46:00,07:47:00,StopPoint:OCEINTERCITES-87672253,1,,0,0,
OCESN14140F3828932:2025-01-21T00:39:14Z,08:08:00,08:11:00,StopPoint:OCEINTERCITES-87672006,2,,0,0,
OCESN14140F3828932:2025-01-21T00:39:14Z,08:37:00,08:40:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14140F3828932:2025-01-21T00:39:14Z,08:54:00,08:55:00,StopPoint:OCEINTERCITES-87671008,4,,0,0,
OCESN14140F3828932:2025-01-21T00:39:14Z,09:35:00,09:36:00,StopPoint:OCEINTERCITES-87611137,5,,0,0,
OCESN14140F3828932:2025-01-21T00:39:14Z,10:25:00,10:25:00,StopPoint:OCEINTERCITES-87611004,6,,1,0,
OCESN14140F3830030:2025-01-21T00:39:14Z,06:50:00,06:50:00,StopPoint:OCEINTERCITES-87673004,0,,0,1,
OCESN14140F3830030:2025-01-21T00:39:14Z,07:34:00,07:36:00,StopPoint:OCEINTERCITES-87672253,1,,0,0,
OCESN14140F3830030:2025-01-21T00:39:14Z,07:57:00,08:00:00,StopPoint:OCEINTERCITES-87672006,2,,0,0,
OCESN14140F3830030:2025-01-21T00:39:14Z,08:26:00,08:29:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14140F3830030:2025-01-21T00:39:14Z,08:53:00,08:56:00,StopPoint:OCEINTERCITES-87671008,4,,0,0,
OCESN14140F3830030:2025-01-21T00:39:14Z,09:35:00,09:37:00,StopPoint:OCEINTERCITES-87611137,5,,0,0,
OCESN14140F3830030:2025-01-21T00:39:14Z,10:25:00,10:25:00,StopPoint:OCEINTERCITES-87611004,6,,1,0,
OCESN14140F3843821:2025-01-21T00:39:14Z,06:43:00,06:43:00,StopPoint:OCEINTERCITES-87673004,0,,0,1,
OCESN14140F3843821:2025-01-21T00:39:14Z,07:31:00,07:33:00,StopPoint:OCEINTERCITES-87672253,1,,0,0,
OCESN14140F3843821:2025-01-21T00:39:14Z,07:56:00,07:59:00,StopPoint:OCEINTERCITES-87672006,2,,0,0,
OCESN14140F3843821:2025-01-21T00:39:14Z,08:26:00,08:29:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14140F3843821:2025-01-21T00:39:14Z,08:53:00,08:56:00,StopPoint:OCEINTERCITES-87671008,4,,0,0,
OCESN14140F3843821:2025-01-21T00:39:14Z,09:35:00,09:37:00,StopPoint:OCEINTERCITES-87611137,5,,0,0,
OCESN14140F3843821:2025-01-21T00:39:14Z,10:29:00,10:29:00,StopPoint:OCEINTERCITES-87611004,6,,1,0,
OCESN14140F3845696:2025-01-24T00:40:05Z,08:39:00,08:39:00,StopPoint:OCEINTERCITES-87671339,0,,0,1,
OCESN14140F3845696:2025-01-24T00:40:05Z,08:53:00,08:56:00,StopPoint:OCEINTERCITES-87671008,1,,0,0,
OCESN14140F3845696:2025-01-24T00:40:05Z,09:35:00,09:37:00,StopPoint:OCEINTERCITES-87611137,2,,0,0,
OCESN14140F3845696:2025-01-24T00:40:05Z,10:25:00,10:25:00,StopPoint:OCEINTERCITES-87611004,3,,1,0,
OCESN14140F3845809:2025-01-24T00:40:05Z,07:01:00,07:01:00,StopPoint:OCEINTERCITES-87673004,0,,0,1,
OCESN14140F3845809:2025-01-24T00:40:05Z,07:45:00,07:47:00,StopPoint:OCEINTERCITES-87672253,1,,0,0,
OCESN14140F3845809:2025-01-24T00:40:05Z,08:08:00,08:11:00,StopPoint:OCEINTERCITES-87672006,2,,0,0,
OCESN14140F3845809:2025-01-24T00:40:05Z,08:36:00,08:39:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14140F3845809:2025-01-24T00:40:05Z,08:53:00,08:56:00,StopPoint:OCEINTERCITES-87671008,4,,0,0,
OCESN14140F3845809:2025-01-24T00:40:05Z,09:35:00,09:37:00,StopPoint:OCEINTERCITES-87611137,5,,0,0,
OCESN14140F3845809:2025-01-24T00:40:05Z,10:31:00,10:31:00,StopPoint:OCEINTERCITES-87611004,6,,1,0,
OCESN14141F3512012:2024-12-21T00:24:20Z,09:33:00,09:33:00,StopPoint:OCEINTERCITES-87611004,0,,0,1,
OCESN14141F3512012:2024-12-21T00:24:20Z,10:31:00,10:33:00,StopPoint:OCEINTERCITES-87611152,1,,0,0,
OCESN14141F3512012:2024-12-21T00:24:20Z,11:06:00,11:09:00,StopPoint:OCEINTERCITES-87671008,2,,0,0,
OCESN14141F3512012:2024-12-21T00:24:20Z,11:22:00,11:25:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14141F3512012:2024-12-21T00:24:20Z,11:51:00,11:54:00,StopPoint:OCEINTERCITES-87672006,4,,0,0,
OCESN14141F3512012:2024-12-21T00:24:20Z,12:14:00,12:16:00,StopPoint:OCEINTERCITES-87672253,5,,0,0,
OCESN14141F3512012:2024-12-21T00:24:20Z,13:01:00,13:01:00,StopPoint:OCEINTERCITES-87673004,6,,1,0,
OCESN14141F3518880:2025-01-25T00:39:51Z,09:33:00,09:33:00,StopPoint:OCEINTERCITES-87611004,0,,0,1,
OCESN14141F3518880:2025-01-25T00:39:51Z,10:29:00,10:31:00,StopPoint:OCEINTERCITES-87611152,1,,0,0,
OCESN14141F3518880:2025-01-25T00:39:51Z,11:04:00,11:07:00,StopPoint:OCEINTERCITES-87671008,2,,0,0,
OCESN14141F3518880:2025-01-25T00:39:51Z,11:21:00,11:24:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14141F3518880:2025-01-25T00:39:51Z,11:49:00,11:52:00,StopPoint:OCEINTERCITES-87672006,4,,0,0,
OCESN14141F3518880:2025-01-25T00:39:51Z,12:13:00,12:15:00,StopPoint:OCEINTERCITES-87672253,5,,0,0,
OCESN14141F3518880:2025-01-25T00:39:51Z,13:00:00,13:00:00,StopPoint:OCEINTERCITES-87673004,6,,1,0,
OCESN14141F3521212:2024-12-10T00:24:35Z,09:31:00,09:31:00,StopPoint:OCEINTERCITES-87611004,0,,0,1,
OCESN14141F3521212:2024-12-10T00:24:35Z,10:29:00,10:31:00,StopPoint:OCEINTERCITES-87611152,1,,0,0,
OCESN14141F3521212:2024-12-10T00:24:35Z,11:04:00,11:07:00,StopPoint:OCEINTERCITES-87671008,2,,0,0,
OCESN14141F3521212:2024-12-10T00:24:35Z,11:21:00,11:24:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14141F3521212:2024-12-10T00:24:35Z,11:49:00,11:52:00,StopPoint:OCEINTERCITES-87672006,4,,0,0,
OCESN14141F3521212:2024-12-10T00:24:35Z,12:13:00,12:15:00,StopPoint:OCEINTERCITES-87672253,5,,0,0,
OCESN14141F3521212:2024-12-10T00:24:35Z,13:00:00,13:00:00,StopPoint:OCEINTERCITES-87673004,6,,1,0,
OCESN14141F3604196:2024-12-10T00:24:35Z,09:33:00,09:33:00,StopPoint:OCEINTERCITES-87611004,0,,0,1,
OCESN14141F3604196:2024-12-10T00:24:35Z,10:30:00,10:32:00,StopPoint:OCEINTERCITES-87611152,1,,0,0,
OCESN14141F3604196:2024-12-10T00:24:35Z,11:05:00,11:07:00,StopPoint:OCEINTERCITES-87671008,2,,0,0,
OCESN14141F3604196:2024-12-10T00:24:35Z,11:21:00,11:24:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14141F3604196:2024-12-10T00:24:35Z,11:49:00,11:52:00,StopPoint:OCEINTERCITES-87672006,4,,0,0,
OCESN14141F3604196:2024-12-10T00:24:35Z,12:13:00,12:15:00,StopPoint:OCEINTERCITES-87672253,5,,0,0,
OCESN14141F3604196:2024-12-10T00:24:35Z,13:00:00,13:00:00,StopPoint:OCEINTERCITES-87673004,6,,1,0,
OCESN14141F3653536:2024-12-10T00:24:35Z,09:31:00,09:31:00,StopPoint:OCEINTERCITES-87611004,0,,0,1,
OCESN14141F3653536:2024-12-10T00:24:35Z,10:31:00,10:33:00,StopPoint:OCEINTERCITES-87611152,1,,0,0,
OCESN14141F3653536:2024-12-10T00:24:35Z,11:06:00,11:09:00,StopPoint:OCEINTERCITES-87671008,2,,0,0,
OCESN14141F3653536:2024-12-10T00:24:35Z,11:22:00,11:25:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14141F3653536:2024-12-10T00:24:35Z,11:51:00,11:54:00,StopPoint:OCEINTERCITES-87672006,4,,0,0,
OCESN14141F3653536:2024-12-10T00:24:35Z,12:14:00,12:16:00,StopPoint:OCEINTERCITES-87672253,5,,0,0,
OCESN14141F3653536:2024-12-10T00:24:35Z,13:01:00,13:01:00,StopPoint:OCEINTERCITES-87673004,6,,1,0,
OCESN14141F3799092:2025-01-28T00:48:51Z,09:33:00,09:33:00,StopPoint:OCEINTERCITES-87611004,0,,0,1,
OCESN14141F3799092:2025-01-28T00:48:51Z,10:29:00,10:31:00,StopPoint:OCEINTERCITES-87611152,1,,0,0,
OCESN14141F3799092:2025-01-28T00:48:51Z,11:04:00,11:07:00,StopPoint:OCEINTERCITES-87671008,2,,0,0,
OCESN14141F3799092:2025-01-28T00:48:51Z,11:21:00,11:24:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14141F3799092:2025-01-28T00:48:51Z,11:49:00,11:52:00,StopPoint:OCEINTERCITES-87672006,4,,0,0,
OCESN14141F3799092:2025-01-28T00:48:51Z,12:13:00,12:15:00,StopPoint:OCEINTERCITES-87672253,5,,0,0,
OCESN14141F3799092:2025-01-28T00:48:51Z,13:32:00,13:32:00,StopPoint:OCEINTERCITES-87673004,6,,1,0,
OCESN14141F3809352:2025-01-21T00:39:14Z,09:33:00,09:33:00,StopPoint:OCEINTERCITES-87611004,0,,0,1,
