route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001356,OCESN6122F3843535:2025-01-21T00:39:14Z,6122,1,3398,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000146,OCESN6122F3843536:2025-01-21T00:39:14Z,6122,1,3399,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001468,OCESN6123F3658985:2025-01-21T00:39:14Z,6123,0,3400,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001469,OCESN6123F3658986:2025-01-21T00:39:14Z,6123,0,3401,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001470,OCESN6123F3744598:2025-01-21T00:39:14Z,6123,0,3402,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001471,OCESN6123F3744599:2025-01-21T00:39:14Z,6123,0,3403,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001372,OCESN6123F3822168:2025-01-21T00:39:14Z,6123,0,3404,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001472,OCESN6123F3826431:2025-01-28T00:48:51Z,6123,0,3405,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001473,OCESN6123F3826432:2025-01-27T00:44:39Z,6123,0,3406,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000043,OCESN6123F3832620:2025-01-21T00:39:14Z,6123,0,3407,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001474,OCESN6123F3841453:2025-01-21T00:39:14Z,6123,0,3408,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001475,OCESN6123F3841454:2025-01-21T00:39:14Z,6123,0,3409,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000345,OCESN6123F3841455:2025-01-21T00:39:14Z,6123,0,3410,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001361,OCESN6123F3841456:2025-01-21T00:39:14Z,6123,0,3411,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001356,OCESN6124F3634477:2025-01-21T00:39:14Z,6124,1,3412,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000146,OCESN6124F3634478:2025-01-21T00:39:14Z,6124,1,3413,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001380,OCESN6124F3634731:2024-12-19T00:34:06Z,6124,1,3414,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001476,OCESN6124F3634732:2024-12-19T00:34:06Z,6124,1,3415,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000600,OCESN6124F3654155:2024-12-19T00:34:06Z,6124,1,3416,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001477,OCESN6124F3822159:2025-01-21T00:39:14Z,6124,1,3417,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000916,OCESN6124F3822160:2025-01-21T00:39:14Z,6124,1,3418,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000345,OCESN6124F3822161:2025-01-21T00:39:14Z,6124,1,3419,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000132,OCESN6124F3822162:2025-01-21T00:39:14Z,6124,1,3420,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000133,OCESN6124F3822163:2025-01-21T00:39:14Z,6124,1,3421,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000050,OCESN6124F3822164:2025-01-21T00:39:14Z,6124,1,3422,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001478,OCESN6124F3822165:2025-01-28T00:48:51Z,6124,1,3423,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001479,OCESN6124F3822166:2025-01-28T00:48:51Z,6124,1,3424,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001073,OCESN6124F3823092:2025-01-21T00:39:14Z,6124,1,3425,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001354,OCESN6124F3824048:2025-01-21T00:39:14Z,6124,1,3426,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000107,OCESN6124F3824049:2025-01-21T00:39:14Z,6124,1,3427,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001480,OCESN6124F3832108:2025-01-21T00:39:14Z,6124,1,3428,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001165,OCESN6124F3832109:2025-01-21T00:39:14Z,6124,1,3429,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001481,OCESN6127F3511656:2025-01-24T00:40:05Z,6127,0,3430,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001482,OCESN6127F3525461:2025-01-27T00:44:39Z,6127,0,3431,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001483,OCESN6127F3525462:2025-01-25T00:39:51Z,6127,0,3432,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001484,OCESN6127F3822153:2025-01-21T00:39:14Z,6127,0,3433,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001025,OCESN6127F3822154:2025-01-21T00:39:14Z,6127,0,3434,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000489,OCESN6127F3822155:2025-01-21T00:39:14Z,6127,0,3435,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000050,OCESN6127F3822156:2025-01-21T00:39:14Z,6127,0,3436,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001485,OCESN6127F3822157:2025-01-21T00:39:14Z,6127,0,3437,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001372,OCESN6127F3822158:2025-01-21T00:39:14Z,6127,0,3438,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000905,OCESN6127F3824034:2025-01-21T00:39:14Z,6127,0,3439,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000916,OCESN6127F3830482:2025-01-21T00:39:14Z,6127,0,3440,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000133,OCESN6127F3830483:2025-01-21T00:39:14Z,6127,0,3441,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001486,OCESN6127F3847415:2025-01-25T00:39:51Z,6127,0,3442,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000140,OCESN6127F3847416:2025-01-25T00:39:51Z,6127,0,3443,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001487,OCESN6128F3511466:2025-01-27T00:44:39Z,6128,1,3444,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001488,OCESN6128F3511467:2025-01-27T00:44:39Z,6128,1,3445,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001489,OCESN6128F3822144:2025-01-21T00:39:14Z,6128,1,3446,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000924,OCESN6128F3822145:2025-01-21T00:39:14Z,6128,1,3447,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000146,OCESN6128F3822146:2025-01-21T00:39:14Z,6128,1,3448,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001354,OCESN6128F3822147:2025-01-21T00:39:14Z,6128,1,3449,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000107,OCESN6128F3822148:2025-01-21T00:39:14Z,6128,1,3450,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001490,OCESN6128F3822150:2025-01-21T00:39:14Z,6128,1,3451,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001491,OCESN6128F3822151:2025-01-21T00:39:14Z,6128,1,3452,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000005,OCESN6128F3837542:2025-01-21T00:39:14Z,6128,1,3453,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000345,OCESN6128F3837543:2025-01-21T00:39:14Z,6128,1,3454,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000050,OCESN6128F3837544:2025-01-21T00:39:14Z,6128,1,3455,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001361,OCESN6128F3837545:2025-01-21T00:39:14Z,6128,1,3456,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001481,OCESN6129F3511650:2025-01-25T00:39:51Z,6129,0,3457,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001492,OCESN6129F3512990:2025-01-25T00:39:51Z,6129,0,3458,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000289,OCESN6129F3512991:2024-12-16T00:27:29Z,6129,0,3459,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001493,OCESN6129F3552939:2025-01-27T00:44:39Z,6129,0,3460,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001494,OCESN6129F3822141:2025-01-24T00:40:05Z,6129,0,3461,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001495,OCESN6129F3822142:2025-01-25T00:39:51Z,6129,0,3462,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001496,OCESN6129F3822328:2025-01-21T00:39:14Z,6129,0,3463,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001436,OCESN6129F3822329:2025-01-21T00:39:14Z,6129,0,3464,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001497,OCESN6132F3513504:2025-01-27T00:44:39Z,6132,1,3465,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001498,OCESN6132F3655281:2025-01-28T00:48:51Z,6132,1,3466,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001499,OCESN6132F3655282:2025-01-27T00:44:39Z,6132,1,3467,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000107,OCESN6132F3821832:2025-01-27T00:44:39Z,6132,1,3468,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000345,OCESN6132F3822139:2025-01-21T00:39:14Z,6132,1,3469,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001193,OCESN6132F3822140:2025-01-21T00:39:14Z,6132,1,3470,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000844,OCESN6132F3829581:2025-01-21T00:39:14Z,6132,1,3471,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001500,OCESN6132F3830112:2025-01-21T00:39:14Z,6132,1,3472,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001501,OCESN6132F3830113:2025-01-21T00:39:14Z,6132,1,3473,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000042,OCESN6132F3830454:2025-01-21T00:39:14Z,6132,1,3474,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001502,OCESN6132F3830455:2025-01-21T00:39:14Z,6132,1,3475,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000905,OCESN6132F3837902:2025-01-21T00:39:14Z,6132,1,3476,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001361,OCESN6134F3821549:2025-01-21T00:39:14Z,6134,1,3477,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000053,OCESN6134F3821550:2025-01-21T00:39:14Z,6134,1,3478,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000042,OCESN6134F3822134:2025-01-21T00:39:14Z,6134,1,3479,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001503,OCESN6134F3822135:2025-01-24T00:40:05Z,6134,1,3480,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000845,OCESN6134F3824961:2025-01-24T00:40:05Z,6134,1,3481,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001504,OCESN6136F3514626:2025-01-28T00:48:51Z,6136,1,3482,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000178,OCESN6136F3827588:2025-01-21T00:39:14Z,6136,1,3483,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001505,OCESN6137F3821814:2025-01-21T00:39:14Z,6137,0,3484,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000613,OCESN6137F3821815:2025-01-21T00:39:14Z,6137,0,3485,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001506,OCESN6137F3822130:2025-01-21T00:39:14Z,6137,0,3486,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001361,OCESN6137F3822131:2025-01-21T00:39:14Z,6137,0,3487,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000042,OCESN6137F3822132:2025-01-21T00:39:14Z,6137,0,3488,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000139,OCESN6137F3823028:2025-01-21T00:39:14Z,6137,0,3489,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001507,OCESN6137F3828825:2025-01-21T00:39:14Z,6137,0,3490,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000845,OCESN6137F3831049:2025-01-21T00:39:14Z,6137,0,3491,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000140,OCESN6137F3831050:2025-01-21T00:39:14Z,6137,0,3492,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000050,OCESN6137F3831051:2025-01-21T00:39:14Z,6137,0,3493,
FR:Line::4767DC65-0993-4961-B6EC-E5BF6DFFB291:,000279,OCESN614F3616531:2025-01-10T00:20:33Z,614,1,3494,
FR:Line::4767DC65-0993-4961-B6EC-E5BF6DFFB291:,000600,OCESN614F3621193:2025-01-10T00:20:33Z,614,1,3495,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001508,OCESN6144F3822127:2025-01-21T00:39:14Z,6144,1,3496,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000050,OCESN6144F3822128:2025-01-21T00:39:14Z,6144,1,3497,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000086,OCESN6144F3822129:2025-01-23T00:40:07Z,6144,1,3498,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001509,OCESN6144F3824426:2025-01-23T00:40:07Z,6144,1,3499,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000352,OCESN6144F3839590:2025-01-21T00:39:14Z,6144,1,3500,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001361,OCESN6144F3843425:2025-01-21T00:39:14Z,6144,1,3501,
FR:Line::4767DC65-0993-4961-B6EC-E5BF6DFFB291:,000459,OCESN615F3589252:2025-01-10T00:20:33Z,615,0,3502,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001510,OCESN6150F3512029:2025-01-26T00:39:26Z,6150,1,3503,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001511,OCESN6150F3808101:2025-01-23T00:40:07Z,6150,1,3504,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000137,OCESN6150F3822121:2025-01-21T00:39:14Z,6150,1,3505,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001512,OCESN6150F3822126:2025-01-21T00:39:14Z,6150,1,3506,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000905,OCESN6150F3822386:2025-01-21T00:39:14Z,6150,1,3507,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001406,OCESN6153F3512184:2025-01-21T00:39:14Z,6153,0,3508,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001513,OCESN6153F3825471:2025-01-28T00:48:51Z,6153,0,3509,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000042,OCESN6153F3828970:2025-01-21T00:39:14Z,6153,0,3510,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001514,OCESN6153F3829396:2025-01-21T00:39:14Z,6153,0,3511,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000916,OCESN6153F3830786:2025-01-21T00:39:14Z,6153,0,3512,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000133,OCESN6153F3830787:2025-01-21T00:39:14Z,6153,0,3513,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000050,OCESN6153F3831026:2025-01-21T00:39:14Z,6153,0,3514,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001515,OCESN6153F3831083:2025-01-21T00:39:14Z,6153,0,3515,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001516,OCESN6153F3831084:2025-01-21T00:39:14Z,6153,0,3516,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000132,OCESN6153F3831085:2025-01-21T00:39:14Z,6153,0,3517,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001517,OCESN6155F3237707:2025-01-25T00:39:51Z,6155,0,3518,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001518,OCESN6155F3515158:2025-01-27T00:44:39Z,6155,0,3519,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001316,OCESN6155F3515159:2025-01-07T00:21:42Z,6155,0,3520,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,000078,OCESN6155F3627380:2024-11-29T10:03:28Z,6155,0,3521,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001519,OCESN6155F3634851:2025-01-25T00:39:51Z,6155,0,3522,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001520,OCESN6155F3822117:2025-01-25T00:39:51Z,6155,0,3523,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001521,OCESN6155F3822118:2025-01-25T00:39:51Z,6155,0,3524,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001522,OCESN6155F3822119:2025-01-25T00:39:51Z,6155,0,3525,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001523,OCESN6155F3822120:2025-01-25T00:39:51Z,6155,0,3526,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001524,OCESN6155F3831166:2025-01-25T00:39:51Z,6155,0,3527,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001428,OCESN6155F3832424:2025-01-21T00:39:14Z,6155,0,3528,
FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,001372,OCESN6155F3832425:2025-01-21T00:39:14Z,6155,0,3529,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001525,OCESN6163F3822115:2025-01-22T00:42:25Z,6163,0,3530,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001526,OCESN6163F3822116:2025-01-22T00:42:25Z,6163,0,3531,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001527,OCESN6163F3824019:2025-01-21T00:39:14Z,6163,0,3532,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,000297,OCESN6163F3827418:2025-01-22T00:42:25Z,6163,0,3533,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,000243,OCESN6163F3827495:2025-01-22T00:42:25Z,6163,0,3534,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,000042,OCESN6163F3829766:2025-01-21T00:39:14Z,6163,0,3535,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001371,OCESN6163F3832364:2025-01-21T00:39:14Z,6163,0,3536,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001372,OCESN6163F3832365:2025-01-21T00:39:14Z,6163,0,3537,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001528,OCESN6165F3511626:2025-01-28T00:48:51Z,6165,0,3538,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001529,OCESN6165F3511628:2025-01-22T00:42:25Z,6165,0,3539,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001530,OCESN6165F3511629:2025-01-26T00:39:26Z,6165,0,3540,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,000600,OCESN6165F3518201:2024-12-13T00:25:35Z,6165,0,3541,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,000151,OCESN6165F3653189:2024-12-13T00:25:35Z,6165,0,3542,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001496,OCESN6165F3822112:2025-01-21T00:39:14Z,6165,0,3543,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001436,OCESN6165F3822113:2025-01-21T00:39:14Z,6165,0,3544,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001531,OCESN6165F3829744:2025-01-28T00:48:51Z,6165,0,3545,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001524,OCESN6165F3847414:2025-01-28T00:48:51Z,6165,0,3546,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001532,OCESN6168F3511624:2025-01-27T00:44:39Z,6168,1,3547,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001533,OCESN6168F3513771:2025-01-25T00:39:51Z,6168,1,3548,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,000181,OCESN6168F3822106:2025-01-25T00:39:51Z,6168,1,3549,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,000345,OCESN6168F3822107:2025-01-21T00:39:14Z,6168,1,3550,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001193,OCESN6168F3822108:2025-01-21T00:39:14Z,6168,1,3551,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001534,OCESN6168F3822109:2025-01-21T00:39:14Z,6168,1,3552,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001372,OCESN6168F3822110:2025-01-21T00:39:14Z,6168,1,3553,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001535,OCESN6168F3823746:2025-01-21T00:39:14Z,6168,1,3554,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001361,OCESN6168F3823747:2025-01-21T00:39:14Z,6168,1,3555,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001536,OCESN6168F3825525:2025-01-21T00:39:14Z,6168,1,3556,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001537,OCESN6168F3825526:2025-01-21T00:39:14Z,6168,1,3557,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001356,OCESN6168F3829562:2025-01-21T00:39:14Z,6168,1,3558,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001385,OCESN6170F3822100:2025-01-21T00:39:14Z,6170,1,3559,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,000005,OCESN6170F3822101:2025-01-21T00:39:14Z,6170,1,3560,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001538,OCESN6170F3822104:2025-01-28T00:48:51Z,6170,1,3561,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001356,OCESN6170F3822475:2025-01-21T00:39:14Z,6170,1,3562,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,000146,OCESN6170F3822476:2025-01-21T00:39:14Z,6170,1,3563,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001539,OCESN6170F3827992:2025-01-21T00:39:14Z,6170,1,3564,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001540,OCESN6170F3830029:2025-01-21T00:39:14Z,6170,1,3565,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001447,OCESN6170F3831044:2025-01-21T00:39:14Z,6170,1,3566,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,000107,OCESN6170F3831045:2025-01-21T00:39:14Z,6170,1,3567,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001541,OCESN6170F3832476:2025-01-28T00:48:51Z,6170,1,3568,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001542,OCESN6173F3511613:2025-01-28T00:48:51Z,6173,0,3569,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001207,OCESN6173F3511614:2025-01-07T00:21:42Z,6173,0,3570,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,000459,OCESN6173F3511615:2024-12-25T00:23:31Z,6173,0,3571,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,000078,OCESN6173F3511616:2024-11-29T10:03:28Z,6173,0,3572,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001519,OCESN6173F3511617:2025-01-25T00:39:51Z,6173,0,3573,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001517,OCESN6173F3539274:2025-01-25T00:39:51Z,6173,0,3574,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,000279,OCESN6173F3627026:2025-01-25T00:39:51Z,6173,0,3575,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,000008,OCESN6173F3820251:2025-01-25T00:39:51Z,6173,0,3576,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001543,OCESN6173F3820252:2025-01-25T00:39:51Z,6173,0,3577,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001520,OCESN6173F3822098:2025-01-25T00:39:51Z,6173,0,3578,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001521,OCESN6173F3822099:2025-01-25T00:39:51Z,6173,0,3579,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001544,OCESN6173F3823554:2025-01-25T00:39:51Z,6173,0,3580,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,000226,OCESN6173F3823555:2025-01-25T00:39:51Z,6173,0,3581,
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,001428,OCESN6173F3835473:2025-01-21T00:39:14Z,6173,0,3582,
